Time,Tamb,Tparrot,wt56,wt2425
Fri Jun 14 13:26:02 2024,31.687,27.937,-0.27560749999996914,3.46444444444438
Fri Jun 14 13:26:34 2024,31.75,27.937,-0.206875,3.4919444444443797
Fri Jun 14 13:27:07 2024,31.687,28.0,-0.34060749999996914,3.52194444444438
Fri Jun 14 13:27:39 2024,31.75,27.937,-0.229375,3.60944444444438
Fri Jun 14 13:28:12 2024,31.687,28.0,-0.48810749999996916,3.58944444444438
Fri Jun 14 13:28:44 2024,31.687,28.0,-0.30060749999996916,3.58444444444438
Fri Jun 14 13:29:17 2024,31.75,28.0,-0.359375,3.67194444444438
Fri Jun 14 13:29:49 2024,31.75,28.0,-0.401875,3.6144444444443797
Fri Jun 14 13:30:21 2024,31.75,28.0,-0.429375,3.5544444444443797
Fri Jun 14 13:30:54 2024,31.75,28.062,-0.414375,3.56694444444438
Fri Jun 14 13:31:26 2024,31.812,28.0,-0.3546699999999692,3.6144444444443797
Fri Jun 14 13:31:59 2024,31.812,28.062,-0.4146699999999692,3.6594444444443797
Fri Jun 14 13:32:31 2024,31.812,28.062,-0.42966999999996913,3.6344444444443798
Fri Jun 14 13:33:04 2024,31.875,28.062,-0.2759375,3.70944444444438
Fri Jun 14 13:33:36 2024,31.875,28.062,-0.4134375,3.67444444444438
Fri Jun 14 13:34:09 2024,31.875,28.062,-0.3159375,3.48694444444438
Fri Jun 14 13:34:41 2024,31.812,28.125,-0.43966999999996914,3.7194444444443797
Fri Jun 14 13:35:13 2024,31.812,28.125,-0.5246699999999691,3.6619444444443796
Fri Jun 14 13:35:46 2024,31.812,28.125,-0.46216999999996916,3.71194444444438
Fri Jun 14 13:36:18 2024,31.875,28.125,-0.4159375,3.79694444444438
Fri Jun 14 13:36:51 2024,31.875,28.125,-0.4459375,3.6544444444443798
Fri Jun 14 13:37:23 2024,31.875,28.187,-0.4809375,3.7044444444443796
Fri Jun 14 13:37:56 2024,31.937,28.187,-0.32123249999996917,3.69444444444438
Fri Jun 14 13:38:28 2024,31.937,28.187,-0.40873249999996913,3.8094444444443796
Fri Jun 14 13:39:01 2024,31.937,28.187,-0.35623249999996914,3.81694444444438
Fri Jun 14 13:39:33 2024,31.937,28.187,-0.4587324999999691,3.7844444444443797
Fri Jun 14 13:40:05 2024,31.937,28.187,-0.47373249999996914,3.76944444444438
Fri Jun 14 13:40:38 2024,31.937,28.187,-0.44873249999996917,3.8419444444443798
Fri Jun 14 13:41:10 2024,31.937,28.187,-0.4612324999999691,3.73444444444438
Fri Jun 14 13:41:43 2024,31.937,28.187,-0.49623249999996916,3.7594444444443798
Fri Jun 14 13:42:15 2024,31.937,28.25,-0.5187324999999692,3.83444444444438
Fri Jun 14 13:42:48 2024,31.937,28.25,-0.43373249999996916,3.9144444444443796
Fri Jun 14 13:43:20 2024,31.937,28.25,-0.6112324999999692,3.8644444444443797
Fri Jun 14 13:43:53 2024,32.0,28.25,-0.46,3.96194444444438
Fri Jun 14 13:44:25 2024,32.062,28.25,-0.3852950000000419,3.9144444444443796
Fri Jun 14 13:44:57 2024,32.062,28.25,-0.4927950000000419,3.87944444444438
Fri Jun 14 13:45:30 2024,32.0,28.25,-0.46,3.9494444444443797
Fri Jun 14 13:46:02 2024,32.062,28.312,-0.4302950000000419,3.9469444444443798
Fri Jun 14 13:46:35 2024,32.062,28.25,-0.41279500000004193,3.8869444444443797
Fri Jun 14 13:47:07 2024,32.0,28.25,-0.6025,3.96194444444438
Fri Jun 14 13:47:40 2024,32.062,28.312,-0.4527950000000419,3.95944444444438
Fri Jun 14 13:48:12 2024,32.062,28.312,-0.5577950000000419,3.98694444444438
Fri Jun 14 13:48:45 2024,32.0,28.312,-0.6475,3.98694444444438
Fri Jun 14 13:49:17 2024,32.062,28.312,-0.612795000000042,4.066944444444379
Fri Jun 14 13:49:49 2024,32.0,28.375,-0.5775,4.04194444444438
Fri Jun 14 13:50:22 2024,32.0,28.312,-0.6725,4.01444444444438
Fri Jun 14 13:50:54 2024,32.062,28.375,-0.6027950000000419,4.02444444444438
Fri Jun 14 13:51:27 2024,32.0,28.375,-0.65,4.04194444444438
Fri Jun 14 13:51:59 2024,32.0,28.375,-0.645,4.08194444444438
Fri Jun 14 13:52:32 2024,32.062,28.375,-0.5977950000000419,3.99944444444438
Fri Jun 14 13:53:04 2024,32.062,28.375,-0.6727950000000419,4.0619444444443795
Fri Jun 14 13:53:37 2024,32.062,28.375,-0.6652950000000419,4.11444444444438
Fri Jun 14 13:54:09 2024,32.062,28.437,-0.7177950000000419,4.03944444444438
