Time,Tamb,Tparrot,wt56,wt2425
Fri Jun 14 12:31:34 2024,30.5,26.625,-4.97125,2.6041666666665697
Fri Jun 14 12:32:07 2024,30.562,26.625,-4.921544999999969,2.6891666666665697
Fri Jun 14 12:32:39 2024,30.5,26.687,-5.13125,2.6916666666665696
Fri Jun 14 12:33:12 2024,30.562,26.687,-5.0215449999999695,2.7566666666665696
Fri Jun 14 12:33:44 2024,30.562,26.687,-5.176544999999969,2.7291666666665697
Fri Jun 14 12:34:17 2024,30.562,26.687,-5.16404499999997,2.7166666666665695
Fri Jun 14 12:34:49 2024,30.562,26.687,-5.216544999999969,2.63916666666657
Fri Jun 14 12:35:21 2024,30.562,26.75,-5.176544999999969,2.6941666666665696
Fri Jun 14 12:35:54 2024,30.625,26.75,-5.1978125,2.78416666666657
Fri Jun 14 12:36:26 2024,30.625,26.75,-5.0578125,2.7366666666665695
Fri Jun 14 12:36:59 2024,30.625,26.812,-5.1153125,2.8741666666665697
Fri Jun 14 12:37:31 2024,30.625,26.812,-5.2278125,2.8616666666665695
Fri Jun 14 12:38:04 2024,30.625,26.875,-5.2853125,2.8041666666665694
Fri Jun 14 12:38:36 2024,30.687,26.875,-5.085607499999969,2.8191666666665696
Fri Jun 14 12:39:09 2024,30.687,26.875,-5.180607499999969,2.80916666666657
Fri Jun 14 12:39:41 2024,30.687,26.875,-5.278107499999969,2.8941666666665697
Fri Jun 14 12:40:14 2024,30.687,26.875,-5.155607499999969,2.9266666666665695
Fri Jun 14 12:40:46 2024,30.687,26.937,-5.168107499999969,2.9066666666665695
Fri Jun 14 12:41:19 2024,30.75,26.937,-5.171875,3.03666666666657
Fri Jun 14 12:41:51 2024,30.75,26.937,-5.279375,2.89166666666657
Fri Jun 14 12:42:23 2024,30.75,26.937,-5.269375,2.86916666666657
Fri Jun 14 12:42:56 2024,30.812,27.0,-5.244669999999969,2.9241666666665695
Fri Jun 14 12:43:28 2024,30.875,27.0,-5.1784375,2.9891666666665695
Fri Jun 14 12:44:01 2024,30.812,27.0,-5.24216999999997,2.97166666666657
Fri Jun 14 12:44:33 2024,30.875,27.0,-5.1409375,2.9766666666665698
Fri Jun 14 12:45:06 2024,30.875,27.062,-5.2984375,2.95166666666657
Fri Jun 14 12:45:38 2024,30.875,27.062,-5.3084375,3.03416666666657
Fri Jun 14 12:46:11 2024,30.875,27.125,-5.2459375,3.0941666666665695
Fri Jun 14 12:46:43 2024,30.875,27.062,-5.3134375,3.0741666666665695
Fri Jun 14 12:47:16 2024,30.937,27.125,-5.203732499999969,3.1291666666665696
Fri Jun 14 12:47:48 2024,30.937,27.187,-5.261232499999969,3.1066666666665697
Fri Jun 14 12:48:20 2024,30.875,27.125,-5.3584375,3.0066666666665696
Fri Jun 14 12:48:53 2024,30.937,27.125,-5.316232499999969,3.15916666666657
Fri Jun 14 12:49:25 2024,30.937,27.187,-5.381232499999969,3.1266666666665697
Fri Jun 14 12:49:58 2024,31.0,27.187,-5.2525,3.0941666666665695
Fri Jun 14 12:50:30 2024,31.0,27.187,-5.325,3.05666666666657
Fri Jun 14 12:51:03 2024,31.0,27.187,-5.2425,3.20416666666657
Fri Jun 14 12:51:35 2024,31.062,27.187,-5.352794999999969,3.1741666666665695
Fri Jun 14 12:52:08 2024,31.062,27.25,-5.227794999999969,3.2341666666665696
Fri Jun 14 12:52:40 2024,31.062,27.25,-5.317794999999969,3.2416666666665694
Fri Jun 14 12:53:13 2024,31.062,27.312,-5.357794999999969,3.2066666666665697
Fri Jun 14 12:53:45 2024,31.125,27.312,-5.2215625,3.1966666666665695
Fri Jun 14 12:54:17 2024,31.125,27.312,-5.2340625,3.2266666666665698
Fri Jun 14 12:54:50 2024,31.062,27.312,-5.292794999999969,3.2566666666665696
Fri Jun 14 12:55:22 2024,31.062,27.312,-5.425294999999969,3.22166666666657
Fri Jun 14 12:55:55 2024,31.125,27.312,-5.3115625,3.2766666666665696
Fri Jun 14 12:56:27 2024,31.125,27.375,-5.3440625,3.2591666666665695
Fri Jun 14 12:57:00 2024,31.187,27.375,-5.309357499999969,3.3741666666665697
Fri Jun 14 12:57:32 2024,31.25,27.375,-5.170625,3.3416666666665695
Fri Jun 14 12:58:05 2024,31.187,27.375,-5.311857499999969,3.3416666666665695
Fri Jun 14 12:58:37 2024,31.187,27.375,-5.326857499999969,3.4016666666665696
Fri Jun 14 12:59:09 2024,31.125,27.437,-5.5165625,3.32666666666657
Fri Jun 14 12:59:42 2024,31.187,27.437,-5.399357499999969,3.4666666666665695
Fri Jun 14 13:00:14 2024,31.25,27.437,-5.418125,3.4041666666665695
Fri Jun 14 13:00:47 2024,31.187,27.437,-5.536857499999969,3.4191666666665697
Fri Jun 14 13:01:19 2024,31.25,27.437,-5.418125,3.4441666666665696
Fri Jun 14 13:01:52 2024,31.25,27.437,-5.418125,3.4766666666665698
Fri Jun 14 13:02:24 2024,31.25,27.437,-5.438125,3.47416666666657
Fri Jun 14 13:02:57 2024,31.25,27.5,-5.445625,3.4791666666665697
Fri Jun 14 13:03:29 2024,31.25,27.5,-5.498125,3.47166666666657
Fri Jun 14 13:04:02 2024,31.25,27.5,-5.510625,3.41166666666657
Fri Jun 14 13:04:34 2024,31.312,27.5,-5.388419999999969,3.5691666666665696
Fri Jun 14 13:05:06 2024,31.312,27.5,-5.498419999999969,3.5441666666665697
Fri Jun 14 13:05:39 2024,31.312,27.562,-5.455919999999969,3.5091666666665695
Fri Jun 14 13:06:11 2024,31.312,27.562,-5.518419999999969,3.5466666666665696
Fri Jun 14 13:06:44 2024,31.312,27.625,-5.540919999999969,3.5266666666665696
Fri Jun 14 13:07:16 2024,31.375,27.562,-5.4596875,3.5641666666665697
Fri Jun 14 13:07:49 2024,31.375,27.625,-5.4771875,3.5866666666665696
Fri Jun 14 13:08:21 2024,31.375,27.625,-5.5396875,3.5941666666665695
Fri Jun 14 13:08:53 2024,31.375,27.625,-5.6021875,3.5641666666665697
Fri Jun 14 13:09:26 2024,31.375,27.625,-5.5621875,3.6941666666665696
Fri Jun 14 13:09:58 2024,31.437,27.625,-5.547482499999969,3.6716666666665696
Fri Jun 14 13:10:31 2024,31.375,27.625,-5.6296875,3.5666666666665696
Fri Jun 14 13:11:03 2024,31.437,27.625,-5.487482499999969,3.7516666666665697
Fri Jun 14 13:11:36 2024,31.437,27.687,-5.542482499999969,3.6741666666665695
Fri Jun 14 13:12:08 2024,31.437,27.687,-5.622482499999969,3.6716666666665696
Fri Jun 14 13:12:41 2024,31.437,27.687,-5.637482499999969,3.6991666666665695
Fri Jun 14 13:13:13 2024,31.437,27.687,-5.602482499999969,3.7791666666665695
Fri Jun 14 13:13:46 2024,31.5,27.687,-5.53625,3.7291666666665697
Fri Jun 14 13:14:18 2024,31.5,27.687,-5.54625,3.7566666666665696
Fri Jun 14 13:14:50 2024,31.5,27.75,-5.60625,3.7291666666665697
Fri Jun 14 13:15:23 2024,31.5,27.75,-5.65625,3.64166666666657
Fri Jun 14 13:15:55 2024,31.5,27.75,-5.69875,3.7541666666665696
Fri Jun 14 13:16:28 2024,31.5,27.75,-5.57875,3.7516666666665697
